2025-10-12  22:58:10.421 | info | zx1f41ul8llek8 | FETCH ComfyRegistry Data: 65/99\n
2025-10-12  22:58:04.530 | info | zx1f41ul8llek8 | Event before-endpoint-resolution.s3: calling handler <function customize_endpoint_resolver_builtins at 0x79cad2111800>\n
2025-10-12  22:58:04.530 | info | zx1f41ul8llek8 | Event before-parameter-build.s3.PutObject: calling handler <function _handle_request_validation_mode_member at 0x79cad2111d00>\n
2025-10-12  22:58:04.530 | info | zx1f41ul8llek8 | Event before-parameter-build.s3.PutObject: calling handler <function generate_idempotent_uuid at 0x79cad20e7100>\n
2025-10-12  22:58:04.530 | info | zx1f41ul8llek8 | Event before-parameter-build.s3.PutObject: calling handler <bound method ClientCreator._inject_s3_input_parameters of <botocore.client.ClientCreator object at 0x79cabd146930>>\n
2025-10-12  22:58:04.530 | info | zx1f41ul8llek8 | Event before-parameter-build.s3.PutObject: calling handler <bound method S3RegionRedirectorv2.annotate_request_context of <botocore.utils.S3RegionRedirectorv2 object at 0x79cabd146210>>\n
2025-10-12  22:58:04.530 | info | zx1f41ul8llek8 | Event before-parameter-build.s3.PutObject: calling handler <function remove_bucket_from_url_paths_from_model at 0x79cad2111620>\n
2025-10-12  22:58:04.530 | info | zx1f41ul8llek8 | Event before-parameter-build.s3.PutObject: calling handler <function validate_bucket_name at 0x79cad20e72e0>\n
2025-10-12  22:58:04.530 | info | zx1f41ul8llek8 | Event before-parameter-build.s3.PutObject: calling handler <function convert_body_to_file_like_object at 0x79cad2110ae0>\n
2025-10-12  22:58:04.530 | info | zx1f41ul8llek8 | Event before-parameter-build.s3.PutObject: calling handler <function sse_md5 at 0x79cad20e7380>\n
2025-10-12  22:58:04.530 | info | zx1f41ul8llek8 | Event before-parameter-build.s3.PutObject: calling handler <function validate_ascii_metadata at 0x79cad21100e0>\n
2025-10-12  22:58:02.700 | info | zx1f41ul8llek8 | Размер данных изображения (JPG): 341446 байт\n
2025-10-12  22:58:02.700 | info | zx1f41ul8llek8 | Registering S3Express Identity Resolver\n
2025-10-12  22:58:02.700 | info | zx1f41ul8llek8 | Registering S3 region redirector handler\n
2025-10-12  22:58:02.700 | info | zx1f41ul8llek8 | Registering retry handlers for service: s3\n
2025-10-12  22:58:02.700 | info | zx1f41ul8llek8 | Loading JSON file: /opt/venv/lib/python3.12/site-packages/botocore/data/_retry.json\n
2025-10-12  22:58:02.700 | info | zx1f41ul8llek8 | Setting s3 timeout as (60, 60)\n
2025-10-12  22:58:02.700 | info | zx1f41ul8llek8 | Event creating-client-class.s3: calling handler <function add_generate_presigned_url at 0x79cad205fd80>\n
2025-10-12  22:58:02.700 | info | zx1f41ul8llek8 | Event creating-client-class.s3: calling handler <function lazy_call.<locals>._handler at 0x79cabd002de0>\n
2025-10-12  22:58:02.700 | info | zx1f41ul8llek8 | Event creating-client-class.s3: calling handler <function add_generate_presigned_post at 0x79cad2074040>\n
2025-10-12  22:58:02.700 | info | zx1f41ul8llek8 | Loading JSON file: /opt/venv/lib/python3.12/site-packages/botocore/data/partitions.json\n
2025-10-12  22:58:02.700 | info | zx1f41ul8llek8 | Loading JSON file: /opt/venv/lib/python3.12/site-packages/botocore/data/s3/2006-03-01/endpoint-rule-set-1.json.gz\n
2025-10-12  22:58:02.700 | info | zx1f41ul8llek8 | Loading JSON file: /opt/venv/lib/python3.12/site-packages/botocore/data/s3/2006-03-01/service-2.sdk-extras.json\n
2025-10-12  22:58:02.700 | info | zx1f41ul8llek8 | Loading JSON file: /opt/venv/lib/python3.12/site-packages/botocore/data/s3/2006-03-01/service-2.json.gz\n
2025-10-12  22:58:02.700 | info | zx1f41ul8llek8 | Event choose-service-name: calling handler <function handle_service_name_alias at 0x79cad20e54e0>\n
2025-10-12  22:58:02.699 | info | zx1f41ul8llek8 | Loading JSON file: /opt/venv/lib/python3.12/site-packages/botocore/data/sdk-default-configuration.json\n
2025-10-12  22:58:02.699 | info | zx1f41ul8llek8 | Loading JSON file: /opt/venv/lib/python3.12/site-packages/botocore/data/endpoints.json\n
2025-10-12  22:58:02.699 | info | zx1f41ul8llek8 | Changing event name from docs.*.cloudsearchdomain.Search.complete-section to docs.*.cloudsearch-domain.Search.complete-section\n
2025-10-12  22:58:02.699 | info | zx1f41ul8llek8 | Changing event name from before-parameter-build.cloudsearchdomain.Search to before-parameter-build.cloudsearch-domain.Search\n
2025-10-12  22:58:02.699 | info | zx1f41ul8llek8 | Changing event name from docs.*.logs.CreateExportTask.complete-section to docs.*.cloudwatch-logs.CreateExportTask.complete-section\n
2025-10-12  22:58:02.699 | info | zx1f41ul8llek8 | Changing event name from before-parameter-build.logs.CreateExportTask to before-parameter-build.cloudwatch-logs.CreateExportTask\n
2025-10-12  22:58:02.699 | info | zx1f41ul8llek8 | Changing event name from docs.*.autoscaling.CreateLaunchConfiguration.complete-section to docs.*.auto-scaling.CreateLaunchConfiguration.complete-section\n
2025-10-12  22:58:02.699 | info | zx1f41ul8llek8 | Changing event name from request-created.cloudsearchdomain.Search to request-created.cloudsearch-domain.Search\n
2025-10-12  22:58:02.699 | info | zx1f41ul8llek8 | Changing event name from before-parameter-build.route53 to before-parameter-build.route-53\n
2025-10-12  22:58:02.699 | info | zx1f41ul8llek8 | Changing event name from before-parameter-build.autoscaling.CreateLaunchConfiguration to before-parameter-build.auto-scaling.CreateLaunchConfiguration\n
2025-10-12  22:58:02.699 | info | zx1f41ul8llek8 | Changing event name from request-created.machinelearning.Predict to request-created.machine-learning.Predict\n
2025-10-12  22:58:02.699 | info | zx1f41ul8llek8 | Changing event name from before-call.apigateway to before-call.api-gateway\n
2025-10-12  22:58:02.699 | info | zx1f41ul8llek8 | Changing event name from creating-client-class.iot-data to creating-client-class.iot-data-plane\n
2025-10-12  22:58:02.584 | info | zx1f41ul8llek8 | # 😺dzNodes: LayerStyle -> [1;32mFilmV2 Processed 1 image(s).[m\n
2025-10-12  22:58:01.677 | info | zx1f41ul8llek8 | FETCH ComfyRegistry Data: 55/99\n
2025-10-12  22:58:00.875 | info | zx1f41ul8llek8 | Making RGB grain, width: 666, height: 1000, saturation: 0.5, grain-size: 1.5, power: 50, seed: 1760281079\n
2025-10-12  22:58:00.875 | info | zx1f41ul8llek8 | [ReActor] 14:57:57 - [38;5;173mSTATUS[0m - Restoring with GFPGANv1.4.pth | Face Size is set to 512\n
2025-10-12  22:57:57.958 | info | zx1f41ul8llek8 | [ReActor] 14:57:57 - [38;5;173mSTATUS[0m - --Done!--\n
2025-10-12  22:57:57.840 | info | zx1f41ul8llek8 | [ReActor] 14:57:57 - [38;5;173mSTATUS[0m - Swapping...\n
2025-10-12  22:57:57.458 | info | zx1f41ul8llek8 | FETCH ComfyRegistry Data: 50/99\n
2025-10-12  22:57:56.429 | info | zx1f41ul8llek8 | [ReActor] 14:57:56 - [38;5;173mSTATUS[0m - Analyzing Target Image...\n
2025-10-12  22:57:56.429 | info | zx1f41ul8llek8 | [ReActor] 14:57:53 - [38;5;173mSTATUS[0m - Analyzing Source Image...\n
2025-10-12  22:57:53.637 | info | zx1f41ul8llek8 | [ReActor] 14:57:53 - [38;5;173mSTATUS[0m - Working: source face index [0], target face index [0]\n
2025-10-12  22:57:53.637 | info | zx1f41ul8llek8 | STREAM b'IDAT' 41 65536\n
2025-10-12  22:57:53.637 | info | zx1f41ul8llek8 | STREAM b'IHDR' 16 13\n
2025-10-12  22:57:53.431 | info | zx1f41ul8llek8 | [ReActor] 14:57:53 - [38;5;173mSTATUS[0m - Ensuring NSFW detection model exists...\n
2025-10-12  22:57:52.916 | info | zx1f41ul8llek8 | FETCH ComfyRegistry Data: 45/99\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.29.txt_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.29.txt_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.29.img_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.29.img_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.28.txt_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.28.txt_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.28.img_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.28.img_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.27.txt_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.27.txt_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.27.img_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.27.img_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.26.txt_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.26.txt_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.26.img_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.26.img_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.25.txt_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.25.txt_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.25.img_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.25.img_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.24.txt_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.24.txt_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.24.img_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.24.img_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.23.txt_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.23.txt_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.23.img_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.23.img_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.22.txt_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.22.txt_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.22.img_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.22.img_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.21.txt_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.21.txt_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.21.img_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.21.img_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.20.txt_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.20.txt_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.20.img_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.20.img_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.2.txt_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.2.txt_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.2.img_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.2.img_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.19.txt_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.19.txt_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.19.img_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.19.img_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.18.txt_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.18.txt_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.18.img_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.18.img_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.17.txt_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.17.txt_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.17.img_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.17.img_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.16.txt_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.16.txt_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.16.img_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.16.img_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.15.txt_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.15.txt_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.15.img_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.15.img_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.14.txt_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.14.txt_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.14.img_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.14.img_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.13.txt_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.13.txt_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.13.img_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.13.img_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.12.txt_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.12.txt_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.12.img_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.12.img_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.11.txt_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.11.txt_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.11.img_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.11.img_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.10.txt_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.10.txt_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.10.img_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.10.img_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.1.txt_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.1.txt_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.1.img_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.1.img_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.0.txt_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.0.txt_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.0.img_norm2\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.transformer_blocks.0.img_norm1\n
2025-10-12  22:57:52.584 | info | zx1f41ul8llek8 | freed diffusion_model.norm_out.norm\n
2025-10-12  22:57:51.721 | info | zx1f41ul8llek8 | Unloading QwenImage\n
2025-10-12  22:57:49.079 | info | zx1f41ul8llek8 | FETCH ComfyRegistry Data: 40/99\n
2025-10-12  22:57:47.668 | info | zx1f41ul8llek8 | Unloading QwenImageTEModel_\n
2025-10-12  22:57:47.206 | info | zx1f41ul8llek8 | \r  0%|          | 0/6 [00:00<?, ?it/s]\r 17%|█▋        | 1/6 [00:02<00:14,  2.83s/it]\r 33%|███▎      | 2/6 [00:05<00:11,  2.93s/it]\r 50%|█████     | 3/6 [00:08<00:08,  2.98s/it]\r 67%|██████▋   | 4/6 [00:11<00:06,  3.00s/it]\r 83%|████████▎ | 5/6 [00:14<00:03,  3.02s/it]\r100%|██████████| 6/6 [00:18<00:00,  3.04s/it]\r100%|██████████| 6/6 [00:18<00:00,  3.00s/it]\n
2025-10-12  22:57:44.788 | info | zx1f41ul8llek8 | FETCH ComfyRegistry Data: 35/99\n
2025-10-12  22:57:40.824 | info | zx1f41ul8llek8 | FETCH ComfyRegistry Data: 30/99\n
2025-10-12  22:57:36.734 | info | zx1f41ul8llek8 | FETCH ComfyRegistry Data: 25/99\n
2025-10-12  22:57:32.549 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.7.attn.norm_added_k RMSNorm((128,), eps=1e-06, elementwise_affine=True)\n
2025-10-12  22:57:32.549 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.7.attn.norm_added_q RMSNorm((128,), eps=1e-06, elementwise_affine=True)\n
2025-10-12  22:57:32.549 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.7.attn.norm_k RMSNorm((128,), eps=1e-06, elementwise_affine=True)\n
2025-10-12  22:57:32.549 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.7.attn.norm_q RMSNorm((128,), eps=1e-06, elementwise_affine=True)\n
2025-10-12  22:57:32.549 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.8.attn.norm_added_k RMSNorm((128,), eps=1e-06, elementwise_affine=True)\n
2025-10-12  22:57:32.549 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.8.attn.norm_added_q RMSNorm((128,), eps=1e-06, elementwise_affine=True)\n
2025-10-12  22:57:32.548 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.8.attn.norm_k RMSNorm((128,), eps=1e-06, elementwise_affine=True)\n
2025-10-12  22:57:32.548 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.8.attn.norm_q RMSNorm((128,), eps=1e-06, elementwise_affine=True)\n
2025-10-12  22:57:32.548 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.9.attn.norm_added_k RMSNorm((128,), eps=1e-06, elementwise_affine=True)\n
2025-10-12  22:57:32.548 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.9.attn.norm_added_q RMSNorm((128,), eps=1e-06, elementwise_affine=True)\n
2025-10-12  22:57:32.548 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.9.attn.norm_k RMSNorm((128,), eps=1e-06, elementwise_affine=True)\n
2025-10-12  22:57:32.548 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.9.attn.norm_q RMSNorm((128,), eps=1e-06, elementwise_affine=True)\n
2025-10-12  22:57:32.548 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.txt_norm RMSNorm((3584,), eps=1e-06, elementwise_affine=True)\n
2025-10-12  22:57:32.548 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.proj_out Linear(in_features=3072, out_features=64, bias=True)\n
2025-10-12  22:57:32.548 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.img_in Linear(in_features=64, out_features=3072, bias=True)\n
2025-10-12  22:57:32.548 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.time_text_embed.timestep_embedder.linear_1 Linear(in_features=256, out_features=3072, bias=True)\n
2025-10-12  22:57:32.548 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.time_text_embed.timestep_embedder.linear_2 Linear(in_features=3072, out_features=3072, bias=True)\n
2025-10-12  22:57:29.120 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.14.attn.to_k Linear(in_features=3072, out_features=3072, bias=True)\n
2025-10-12  22:57:28.918 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.26.attn.to_out.0 Linear(in_features=3072, out_features=3072, bias=True)\n
2025-10-12  22:57:28.715 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.39.attn.add_q_proj Linear(in_features=3072, out_features=3072, bias=True)\n
2025-10-12  22:57:28.514 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.50.attn.add_v_proj Linear(in_features=3072, out_features=3072, bias=True)\n
2025-10-12  22:57:28.311 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.9.attn.to_q Linear(in_features=3072, out_features=3072, bias=True)\n
2025-10-12  22:57:28.104 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.19.img_mlp.net.2 Linear(in_features=12288, out_features=3072, bias=True)\n
2025-10-12  22:57:27.996 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.24.img_mlp.net.2 Linear(in_features=12288, out_features=3072, bias=True)\n
2025-10-12  22:57:27.780 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.35.img_mlp.net.2 Linear(in_features=12288, out_features=3072, bias=True)\n
2025-10-12  22:57:27.566 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.46.img_mlp.net.2 Linear(in_features=12288, out_features=3072, bias=True)\n
2025-10-12  22:57:27.351 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.56.txt_mlp.net.2 Linear(in_features=12288, out_features=3072, bias=True)\n
2025-10-12  22:57:27.142 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.12.txt_mlp.net.0.proj Linear(in_features=3072, out_features=12288, bias=True)\n
2025-10-12  22:57:26.926 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.23.txt_mlp.net.0.proj Linear(in_features=3072, out_features=12288, bias=True)\n
2025-10-12  22:57:26.710 | info | zx1f41ul8llek8 | lowvram: loaded module regularly diffusion_model.transformer_blocks.34.txt_mlp.net.0.proj Linear(in_features=3072, out_features=12288, bias=True)\n
